street_number,actual_street_name,Suburb,country,Borough,County,london_region,region,Date,day,month,year,quarter,value,tenure_type,tenancy_type,leasehold_unexpired_term,ground_rent_dummy,ground_rent_inpounds,rent_yearly_inpounds,years_purchase
9,EDITH TERRACE,FULHAM,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,6/7/1914,6,7,1914,3,360,LEASEHOLD,YEARLY,48,1,8,47,7.659574468
22,FILMER ROAD,FULHAM,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,27-02-1914,27,2,1914,1,210,LEASEHOLD,YEARLY,66,1,6,45.5,4.615384615
473,FULHAM ROAD,FULHAM,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,7/5/1914,7,5,1914,2,200,LEASEHOLD,YEARLY,37,1,9,60,3.333333333
35,GUNTER GROVE,FULHAM,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,20-04-1914,20,4,1914,2,340,LEASEHOLD,YEARLY,40,1,5,55,6.181818182
46,LILYVILLE ROAD,FULHAM,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,27-02-1914,27,2,1914,1,245,LEASEHOLD,YEARLY,64,1,8,54.6,4.487179487
26,MARVILLE ROAD,FULHAM,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,31-03-1914,31,3,1914,1,215,LEASEHOLD,YEARLY,62,1,5.75,39,5.512820513
22,"MOORE PARK ROAD, WILHAM GREEN",FULHAM,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,16-06-1914,16,6,1914,2,120,LEASEHOLD,YEARLY,30,1,5.25,35.1,3.418803419
7,NARBOROUGH STREET,FULHAM,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,31-03-1914,31,3,1914,1,290,LEASEHOLD,YEARLY,81,1,5.5,44.2,6.561085973
232,NORTH END ROAD,FULHAM,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,13-05-1914,13,5,1914,2,350,LEASEHOLD,YEARLY,59,1,6,60,5.833333333
15,STAMFORD ROAD,FULHAM,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,2/4/1914,2,4,1914,2,110,LEASEHOLD,YEARLY,38,1,4,41.6,2.644230769
11,CHURCH STREET,GREENWICH,UNITED KINGDOM,Greenwi,Greater London,INNER,Greater London,18-06-1914,18,6,1914,2,500,LEASEHOLD,YEARLY,,0,,45,11.11111111
508,CHISWICK HIGH ROAD,GUNNERSBURY,UNITED KINGDOM,Hounslo,Greater London,OUTER,Greater London,23-07-1914,23,7,1914,3,410,LEASEHOLD,YEARLY,56,1,8.5,52,7.884615385
142,WELLESLEY ROAD,GUNNERSBURY,UNITED KINGDOM,Hounslo,Greater London,OUTER,Greater London,26-07-1914,26,7,1914,3,200,LEASEHOLD,YEARLY,76,1,8,33,6.060606061
154,KING EDWARD ROAD,HACKNEY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,22-01-1914,22,1,1914,1,145,LEASEHOLD,YEARLY,29,1,8,42,3.452380952
51,LOWER CLAPTON ROAD,HACKNEY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,5/3/1914,5,3,1914,1,400,LEASEHOLD,YEARLY,40,1,10.5,60,6.666666667
59,NAVARINO ROAD,HACKNEY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,16-06-1914,16,6,1914,2,250,LEASEHOLD,YEARLY,37,1,5,28,8.928571429
17,PEMBURY ROAD,HACKNEY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,30-04-1914,30,4,1914,2,270,LEASEHOLD,YEARLY,37,1,5,45,6
71,SANDRINGHAM ROAD,HACKNEY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,26-02-1914,26,2,1914,1,200,LEASEHOLD,YEARLY,52,1,8,42,4.761904762
19,VALENTINE ROAD,HACKNEY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,25-06-1914,25,6,1914,2,170,LEASEHOLD,YEARLY,31,1,5.25,36.4,4.67032967
23,VALENTINE ROAD,HACKNEY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,10/3/1914,10,3,1914,1,175,LEASEHOLD,YEARLY,31,1,5.25,42,4.166666667
28,VICTORIA STREET,HACKNEY,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,1/4/1914,1,4,1914,2,165,LEASEHOLD,YEARLY,36,1,3.5,28,5.892857143
144,BRUNSWICK STREET,HAGGERSTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,18-03-1914,18,3,1914,1,175,FREEHOLD,YEARLY,999,0,,31.2,5.608974359
1,ALDENSLEY ROAD,HAMMERSMITH,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,24-06-1914,24,6,1914,2,450,LEASEHOLD,YEARLY,60,1,10,50,9
153,BLYTHE ROAD,HAMMERSMITH,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,10/3/1914,10,3,1914,1,240,LEASEHOLD,YEARLY,63,1,9.5,45,5.333333333
64,HAMMERSMITH BRIDGE ROAD,HAMMERSMITH,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,24-02-1914,24,2,1914,1,550,FREEHOLD,YEARLY,999,0,,50,11
37,MALL ROAD,HAMMERSMITH,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,19-05-1914,19,5,1914,2,340,LEASEHOLD,YEARLY,51,1,0,81.9,4.151404151
10,MARCO ROAD,HAMMERSMITH,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,10/3/1914,10,3,1914,1,350,LEASEHOLD,YEARLY,67,1,7,38,9.210526316
61,ROWAN ROAD,HAMMERSMITH,UNITED KINGDOM,Hammers,Greater London,INNER,Greater London,6/10/1914,6,10,1914,4,400,LEASEHOLD,YEARLY,61,1,7,50,8
37,AGAMEMNON ROAD,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,6/7/1914,6,7,1914,3,310,LEASEHOLD,YEARLY,70,1,6.5,38,8.157894737
16,BRACKNELL GARDENS,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,24-02-1914,24,2,1914,1,,LEASEHOLD,YEARLY,90,1,33,,
20,BROOMSLEIGH STREET,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,24-02-1914,24,2,1914,1,170,LEASEHOLD,YEARLY,69,1,6,30,5.666666667
34,FELLOWS ROAD,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,24-07-1914,24,7,1914,3,775,LEASEHOLD,YEARLY,50,1,2,,
10,HEATH DRIVE,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,6/5/1914,6,5,1914,2,,FREEHOLD,YEARLY,999,0,,,
62,SOUTH HILL PARK,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,22-06-1914,22,6,1914,2,600,FREEHOLD,YEARLY,999,0,,,
32,UPPER PARK ROAD,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,15-06-1914,15,6,1914,2,360,LEASEHOLD,YEARLY,36,1,15,70,5.142857143
2,WILLOUGHBY ROAD,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,8/7/1914,8,7,1914,3,420,LEASEHOLD,YEARLY,56,1,8,58,7.24137931
129,STANHOPE STREET,HAMPSTEAD ROAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,30-06-1914,30,6,1914,2,30,LEASEHOLD,YEARLY,7,1,18,40,0.75
12,CRAVEN PARK,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,26-02-1914,26,2,1914,1,425,LEASEHOLD,YEARLY,62,1,6,,
16,CRAVEN PARK ROAD,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,16-06-1914,16,6,1914,2,620,FREEHOLD,YEARLY,999,0,,42,14.76190476
13,HAZLEDEAN ROAD,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,26-05-1914,26,5,1914,2,195,LEASEHOLD,YEARLY,86,1,6,32.5,6
174,HIGH STREET,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,26-03-1914,26,3,1914,1,330,LEASEHOLD,YEARLY,66,1,6.5,34,9.705882353
63,MANOR PARK ROAD,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,3/6/1914,3,6,1914,2,365,FREEHOLD,YEARLY,999,0,,30,12.16666667
132,MINET AVENUE,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,20-03-1914,20,3,1914,1,275,LEASEHOLD,YEARLY,76,1,6,,
44,MORDAUNT ROAD,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,26-03-1914,26,3,1914,1,130,LEASEHOLD,YEARLY,79,1,5,36.4,3.571428571
43,SHAKESPEARE AVENUE,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,26-03-1914,26,3,1914,1,175,LEASEHOLD,YEARLY,77,1,6.5,40.3,4.342431762
41,TUNLEY ROAD,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,2/4/1914,2,4,1914,2,255,LEASEHOLD,YEARLY,80,1,6,34,7.5
142,ALLISON ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,12/2/1914,12,2,1914,1,195,LEASEHOLD,YEARLY,80,1,8.4,44.4,4.391891892
44,BURGOYNE ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,2/4/1914,2,4,1914,2,440,FREEHOLD,YEARLY,999,0,,38,11.57894737
73,BURGOYNE ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,4/5/1914,4,5,1914,2,300,LEASEHOLD,YEARLY,73,1,7,40,7.5
25,DUCKETT ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,12/2/1914,12,2,1914,1,335,LEASEHOLD,YEARLY,75,1,7,38,8.815789474
21,KIMBERLEY GARDENS,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,28-04-1914,28,4,1914,2,260,LEASEHOLD,YEARLY,84,1,7,34,7.647058824
14,"PORTLAND GARDENS, HARRINGAY PARK",HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,5/3/1914,5,3,1914,1,205,LEASEHOLD,YEARLY,75,1,6.5,28,7.321428571
4,DERONDA ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,3/6/1914,3,6,1914,2,275,LEASEHOLD,YEARLY,49,1,7,36,7.638888889
21,DULWICH ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,28-01-1914,28,1,1914,1,325,LEASEHOLD,YEARLY,48,1,7.35,40,8.125
39,HALF MOON LANE,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,24-07-1914,24,7,1914,3,875,LEASEHOLD,YEARLY,92,1,2,70,12.5
94,LOWDEN ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,15-06-1914,15,6,1914,2,195,LEASEHOLD,YEARLY,52,1,5,29.9,6.52173913
55,POPLAR WALK ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,23-07-1914,23,7,1914,3,180,LEASEHOLD,YEARLY,51,1,4.5,37.7,4.774535809
154,RAILTON ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,20-02-1914,20,2,1914,1,200,LEASEHOLD,YEARLY,52,1,6.3,,
6,BRYANTWOOD ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,20-03-1914,20,3,1914,1,470,FREEHOLD,YEARLY,999,0,,42,11.19047619
96,DRAYTON PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,25-06-1914,25,6,1914,2,240,LEASEHOLD,YEARLY,62,1,8,36,6.666666667
31,HIGHBURY GROVE,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/2/1914,5,2,1914,1,75,LEASEHOLD,YEARLY,28,1,30,65,1.153846154
126,HIGHBURY NEW PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,29-07-1914,29,7,1914,3,400,LEASEHOLD,YEARLY,35,1,12.6,80,5
58,HIGHBURY NEW PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/2/1914,5,2,1914,1,345,LEASEHOLD,YEARLY,36,1,15.2,70,4.928571429
125a,HIGHBURY NEW PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-04-1914,28,4,1914,2,350,LEASEHOLD,YEARLY,35,1,12,,
154,HIGHBURY NEW PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-04-1914,28,4,1914,2,475,LEASEHOLD,YEARLY,35,1,19,,
5,MARTINEAU ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,17-06-1914,17,6,1914,2,250,LEASEHOLD,YEARLY,60,1,8.4,46,5.434782609
61,RIVERSDALE ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-07-1914,28,7,1914,3,250,LEASEHOLD,YEARLY,56,1,6.5,58.5,4.273504274
29,ST. MARY'S RAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-04-1914,28,4,1914,2,375,LEASEHOLD,YEARLY,31,1,0,60,6.25
212,ST. PAUL'S ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,12/3/1914,12,3,1914,1,275,LEASEHOLD,YEARLY,38,1,8.4,50,5.5
35,CHOLMELEY PARK,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,17-02-1914,17,2,1914,1,850,LEASEHOLD,YEARLY,95,1,12,,
49,CROMWELL AVENUE,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,22-05-1914,22,5,1914,2,850,FREEHOLD,YEARLY,999,0,,70,12.14285714
82,HARBERTON ROAD,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,28-04-1914,28,4,1914,2,380,LEASEHOLD,YEARLY,74,1,7,42,9.047619048
4,WOODSOME ROAD,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,6/7/1914,6,7,1914,3,300,LEASEHOLD,YEARLY,48,1,6.5,40,7.5
18,CROSS STREET,HOLBORN,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,4/11/1914,4,11,1914,4,,FREEHOLD,YEARLY,999,0,,130,
16,GATE STREET,HOLBORN,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,25-03-1914,25,3,1914,1,855,LEASEHOLD,YEARLY,,0,,55,15.54545455
7,HATTON GARDEN,HOLBORN,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,25-02-1914,25,2,1914,1,190,FREEHOLD,YEARLY,999,0,,,
43,ANSON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,1/4/1914,1,4,1914,2,750,LEASEHOLD,YEARLY,67,1,12,,
18,BENWELL ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,4/11/1914,4,11,1914,4,430,FREEHOLD,YEARLY,999,0,,40,10.75
197,BRECKNOCK ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,16-07-1914,16,7,1914,3,300,LEASEHOLD,YEARLY,53,1,7.5,42,7.142857143
296,CAMDEN ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,26-02-1914,26,2,1914,1,260,LEASEHOLD,YEARLY,26,1,18,75,3.466666667
10,CARLETON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,11/12/1914,11,12,1914,4,400,LEASEHOLD,YEARLY,38,1,10,60,6.666666667
44,CARLETON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/6/1914,5,6,1914,2,555,LEASEHOLD,YEARLY,61,1,8.375,75,7.4
32,ENKEL STREET,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,23-06-1914,23,6,1914,2,165,LEASEHOLD,YEARLY,43,1,7.35,30,5.5
96,GEORGE'S ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,20-04-1914,20,4,1914,2,185,FREEHOLD,YEARLY,999,0,,19.5,9.487179487
54,HILLMARTIN ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,21-07-1914,21,7,1914,3,210,LEASEHOLD,YEARLY,42,1,10.5,,
433,HOLLOWAY ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-04-1914,28,4,1914,2,65,LEASEHOLD,YEARLY,8,1,8,45,1.444444444
52,HUDDLESTON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/6/1914,5,6,1914,2,375,LEASEHOLD,YEARLY,53,1,7,44,8.522727273
5,KINLOCK STREET,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,22-01-1914,22,1,1914,1,110,LEASEHOLD,YEARLY,55,1,5.5,29.9,3.678929766
7,RAVELEY STREET,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,22-06-1914,22,6,1914,2,440,LEASEHOLD,YEARLY,54,1,6.3,,
98,TOLLINGTON PARK,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,26-03-1914,26,3,1914,1,195,LEASEHOLD,YEARLY,28,1,6.5,38,5.131578947
12,YERBURY ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,26-05-1914,26,5,1914,2,250,LEASEHOLD,YEARLY,53,1,9,45,5.555555556
83,GLYN ROAD,HOMERTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,30-06-1914,30,6,1914,2,265,LEASEHOLD,YEARLY,67,1,3.25,39,6.794871795
42,HILLFIELD AVENUE,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,25-05-1914,25,5,1914,2,275,LEASEHOLD,YEARLY,83,1,7.5,32,8.59375
14,HORNSEY RISE GARDENS,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,7/5/1914,7,5,1914,2,400,LEASEHOLD,YEARLY,68,1,10.5,57.75,6.926406926
2,THE AVENUE,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,27-01-1914,27,1,1914,1,355,LEASEHOLD,YEARLY,64,1,10,,
1,BEVAN STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,23-06-1914,23,6,1914,2,85,LEASEHOLD,YEARLY,13,1,4.2,33,2.575757576
20,EAGLE WHARF ROAD,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,23-07-1914,23,7,1914,3,85,LEASEHOLD,YEARLY,17,1,5.25,44.2,1.923076923
29,GOPSALL STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,26-06-1914,26,6,1914,2,160,LEASEHOLD,YEARLY,22,1,5.5,40.8,3.921568628
14,GRANGE STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,23-07-1914,23,7,1914,3,125,LEASEHOLD,YEARLY,22,1,5.5,44.2,2.828054299
27,GRANGE STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,16-06-1914,16,6,1914,2,105,LEASEHOLD,YEARLY,22,1,5.5,33,3.181818182
2,HARVEY STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,29-06-1914,29,6,1914,2,125,FREEHOLD,YEARLY,999,0,,,
59,HYDE ROAD,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,29-06-1914,29,6,1914,2,200,FREEHOLD,YEARLY,999,0,,,
40,WESTMORELAND PLACE,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,10/6/1914,10,6,1914,2,200,FREEHOLD,YEARLY,999,0,,31.2,6.41025641
27,CONNAUGHT STREET,HYDE PARK,UNITED KINGDOM,Westmin,Greater London,INNER,Greater London,24-06-1914,24,6,1914,2,370,LEASEHOLD,YEARLY,,0,,,
7,ALFRED STREET,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,3/3/1914,3,3,1914,1,120,LEASEHOLD,YEARLY,12,1,4.25,40,3
6,ARLINTON SQUARE,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/3/1914,5,3,1914,1,125,LEASEHOLD,YEARLY,13,1,6.3,38,3.289473684
57,CLEVELAND ROAD,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,3/3/1914,3,3,1914,1,240,LEASEHOLD,YEARLY,39,1,6,68.9,3.483309144
20,GIBSON SQUARE,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-04-1914,28,4,1914,2,105,LEASEHOLD,YEARLY,13,1,9,40,2.625
38,HALL STREET,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/3/1914,5,3,1914,1,180,LEASEHOLD,YEARLY,28,1,6,57.2,3.146853147
43,HANOVER STREET,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,12/3/1914,12,3,1914,1,115,LEASEHOLD,YEARLY,22,1,7,38,3.02631579
10,LITTLE CROSS STREET,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-01-1914,30,1,1914,1,170,LEASEHOLD,YEARLY,27,1,5,32,5.3125
340,LIVERPOOL ROAD,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,29-01-1914,29,1,1914,1,140,LEASEHOLD,YEARLY,22,1,6,50,2.8
151,LIVERPOOL ROAD,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/2/1914,5,2,1914,1,65,LEASEHOLD,YEARLY,27,1,20,40,1.625
143,LIVERPOOL ROAD,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,25-02-1914,25,2,1914,1,45,LEASEHOLD,YEARLY,27,1,24,52,0.865384615
53,OXFORD ROAD,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,25-06-1914,25,6,1914,2,240,LEASEHOLD,YEARLY,38,1,5.4,67.6,3.550295858
7,POPHAM ROAD,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,25-06-1914,25,6,1914,2,235,FREEHOLD,YEARLY,999,0,,34,6.911764706
1,POPHAM ROAD,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,25-06-1914,25,6,1914,2,190,FREEHOLD,YEARLY,999,0,,30,6.333333333
27,ST. PAUL STREET,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,3/3/1914,3,3,1914,1,110,LEASEHOLD,YEARLY,13,1,4.2,32,3.4375
192,SOUTHGATE ROAD,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/3/1914,5,3,1914,1,205,LEASEHOLD,YEARLY,10,1,10,48,4.270833333
64,WYNFORD ROAD,ISLINGTON,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-05-1914,28,5,1914,2,175,LEASEHOLD,YEARLY,30,1,6,40,4.375
22,HANOVER GARDENS,KENNINGTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,30-09-1914,30,9,1914,3,150,LEASEHOLD,YEARLY,30,1,6,32,4.6875
17,HARLEYFORD ROAD,KENNINGTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,6/7/1914,6,7,1914,3,125,LEASEHOLD,YEARLY,21,1,5,45,2.777777778
28,REDWORTH STREET,KENNINGTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,6/5/1914,6,5,1914,2,285,LEASEHOLD,YEARLY,51,1,5.5,40,7.125
46,KEMPE ROAD,KENSAL GREEN,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,9/6/1914,9,6,1914,2,400,LEASEHOLD,YEARLY,82,1,7.35,45,8.888888889
64,RAINHAM ROAD,KENSAL GREEN,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,26-03-1914,26,3,1914,1,420,LEASEHOLD,YEARLY,86,1,2,36,11.66666667
64,RAINHAM ROAD,KENSAL RISE,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,26-03-1914,26,3,1914,1,420,LEASEHOLD,YEARLY,86,1,2,36,11.66666667
78,ADDISON ROAD,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,8/5/1914,8,5,1914,2,,LEASEHOLD,YEARLY,37,1,25,,
45,CAMPDEN HILL SQUARE,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,2/4/1914,2,4,1914,2,615,LEASEHOLD,YEARLY,23,1,8,85,7.235294118
47,CAMPDEN HOUSE COURT,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,9/7/1914,9,7,1914,3,,LEASEHOLD,YEARLY,78,1,45,190,
12,COPE PLACE,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,23-06-1914,23,6,1914,2,650,FREEHOLD,YEARLY,999,0,,74.1,8.771929825
13,ELDON ROAD,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,30-06-1914,30,6,1914,2,610,LEASEHOLD,YEARLY,17,1,10,80,7.625
16,HOLLAND ROAD,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,9/7/1914,9,7,1914,3,330,LEASEHOLD,YEARLY,36,1,8,,
52,HOLLAND PARK MEWS,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,28-04-1914,28,4,1914,2,370,FREEHOLD,YEARLY,999,0,,40,9.25
16,MELBURY ROAD,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,12/3/1914,12,3,1914,1,,LEASEHOLD,YEARLY,53,1,70,,
33,PALACE GARDENS TERRACE,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,9/7/1914,9,7,1914,3,930,LEASEHOLD,YEARLY,38,1,20,110,8.454545455
21,PEMBROKE GARDENS,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,24-06-1914,24,6,1914,2,850,LEASEHOLD,YEARLY,31,1,10,95,8.947368421
11,PORTEN ROAD,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,29-04-1914,29,4,1914,2,185,LEASEHOLD,YEARLY,51,1,7.5,52,3.557692308
10,SCARSDALE TERRACE,KENSINGTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,10/3/1914,10,3,1914,1,185,LEASEHOLD,YEARLY,8,1,2.75,60,3.083333333
24,ALMA STREET,KENTISH TOWN,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,14-05-1914,14,5,1914,2,90,LEASEHOLD,YEARLY,10,1,5,32,2.8125
68,CAVERSHAM ROAD,KENTISH TOWN,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,17-02-1914,17,2,1914,1,405,LEASEHOLD,YEARLY,35,1,7.5,,
6,GRAFTON CRESCENT,KENTISH TOWN,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,23-09-1914,23,9,1914,3,220,LEASEHOLD,YEARLY,37,1,5,58.5,3.760683761
